Area,Bedrooms,Bathrooms,Balcony,Floor_No,Total_Floors,Carpet_Area,Parking_Count,Maintenance_Cost,City,Property_Type,Quality,Furnishing,Property_Age,Facing,Parking,Gym,Pool,Lift,Security,Garden,Play_Area,Club_House,Power_Backup,Water_Supply,WiFi,Maintenance,Fire_Safety,CCTV,Intercom,Rainwater,Visitor_Parking,Price
1267,1,1,0,16,29,1051,0,7454,Ahmedabad,villa,high,semi,0-5,7,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,8841172
917,3,3,0,1,21,811,2,5834,Rajahmundry,villa,high,full,5-10,6,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,8067084
3334,3,2,2,9,10,2562,1,14,Chennai,apartment,medium,semi,0-5,7,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,18021376
2698,3,2,1,15,28,2062,1,2704,Jaipur,apartment,medium,unfurnished,5-10,6,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,19293221
1485,2,2,1,4,5,1231,0,416,Pune,villa,medium,full,5-10,4,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,15007323
3294,3,4,2,6,24,2996,2,6673,Bangalore,apartment,high,unfurnished,10-20,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,34716908
3225,3,3,1,19,20,3020,2,5517,Pune,apartment,high,semi,20+,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,28613169
665,4,5,1,17,21,507,0,5758,Chennai,villa,medium,full,0-5,5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,8236326
2661,1,1,2,11,12,2330,0,5940,Chennai,villa,low,full,10-20,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,18784892
1556,3,2,2,18,19,1195,0,4991,Hyderabad,apartment,low,semi,10-20,6,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,9552307
3149,2,1,1,13,14,2467,1,5530,Mumbai,villa,high,full,20+,7,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,27123773
3432,3,2,0,11,25,3176,2,6028,Delhi,villa,high,full,5-10,5,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,28151670
1842,1,2,3,15,26,1471,0,3385,Jaipur,villa,high,full,20+,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,14153173
2028,1,1,0,2,27,1644,2,3045,Mumbai,villa,medium,unfurnished,0-5,6,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,24871156
1039,3,2,2,7,11,981,1,2752,Chennai,apartment,low,full,5-10,5,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,8685840
2009,1,1,0,18,19,1833,1,7634,Delhi,villa,low,unfurnished,5-10,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,24630597
1334,1,1,2,2,9,1260,2,6676,Chennai,villa,high,semi,5-10,7,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,9993820
1011,2,3,1,7,8,917,2,6168,Delhi,villa,low,unfurnished,0-5,6,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,12975498
3419,4,4,1,2,15,2644,2,5688,Bangalore,apartment,medium,semi,10-20,6,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,33696260
991,3,3,3,19,29,828,2,3110,Ahmedabad,independent,medium,unfurnished,10-20,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5764257
1590,1,1,0,9,22,1212,0,1461,Ahmedabad,apartment,low,full,10-20,6,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,7952796
2090,2,1,0,15,16,1729,2,3501,Delhi,apartment,high,semi,5-10,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,22694775
3460,3,3,2,14,29,2626,1,969,Hyderabad,independent,high,full,10-20,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,25168726
2127,1,1,0,12,13,1617,0,6107,Pune,independent,high,semi,5-10,7,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,19435189
2579,4,5,2,10,27,1980,1,5222,Chennai,independent,medium,full,10-20,7,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,22687880
1064,2,2,2,8,12,880,0,2782,Bangalore,independent,medium,full,5-10,2,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,11127758
2329,4,3,0,6,8,1993,2,5669,Pune,apartment,low,semi,10-20,3,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,22700530
2254,2,2,2,13,25,1930,0,6550,Mumbai,independent,high,unfurnished,5-10,5,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,24520347
2314,1,1,2,8,21,1930,0,4755,Pune,independent,high,semi,20+,7,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,20672588
927,4,4,2,14,15,878,2,2192,Mumbai,villa,medium,unfurnished,10-20,6,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,11924442
3389,4,5,0,12,27,2624,0,3821,Bangalore,apartment,high,full,10-20,6,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,26116480
2091,2,1,2,7,23,1818,2,2048,Hyderabad,independent,high,semi,5-10,7,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,21660527
2605,4,5,0,1,9,2469,2,6886,Rajahmundry,villa,medium,semi,5-10,3,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,11408415
3113,3,3,1,11,12,2558,1,4888,Rajahmundry,independent,medium,full,20+,2,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,14544184
1948,4,3,0,9,26,1828,1,3081,Mumbai,apartment,medium,unfurnished,20+,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,18955725
2126,3,2,1,11,14,1938,0,7787,Rajahmundry,independent,medium,full,0-5,4,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,14405824
1859,1,1,2,3,23,1465,1,1898,Hyderabad,apartment,low,semi,5-10,3,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,18667952
3155,1,1,1,15,16,2696,1,337,Pune,apartment,low,full,0-5,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,21491600
3041,3,3,3,4,23,2334,2,7199,Mumbai,villa,medium,unfurnished,20+,7,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,27269893
2731,2,1,3,0,2,2313,1,7281,Kolkata,villa,low,semi,20+,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,15039583
1738,3,4,3,10,14,1349,2,7046,Ahmedabad,independent,low,semi,20+,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,10676601
1660,3,2,2,0,17,1245,1,761,Chennai,independent,high,semi,5-10,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,15873543
3014,2,3,3,9,19,2628,2,252,Jaipur,apartment,high,unfurnished,20+,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,13543701
1460,3,3,0,14,22,1227,2,7689,Jaipur,apartment,low,unfurnished,10-20,4,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,5843223
2469,4,3,0,15,26,2192,2,1998,Chennai,apartment,high,semi,20+,5,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,13909628
2293,3,4,2,17,28,2125,0,3195,Mumbai,villa,medium,unfurnished,0-5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24643628
2787,1,1,3,12,20,2142,2,1753,Delhi,apartment,medium,full,5-10,6,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,24130042
636,2,1,2,17,18,572,2,7800,Jaipur,villa,medium,unfurnished,10-20,5,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,6694198
3134,4,3,1,0,17,2595,0,7750,Jaipur,villa,low,semi,10-20,2,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,22726689
2643,1,1,3,12,13,2468,0,1602,Kolkata,independent,low,full,5-10,4,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,17430732
2844,2,1,3,7,22,2195,0,1382,Kolkata,villa,medium,unfurnished,20+,5,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,15550717
801,4,5,3,19,20,686,0,7756,Kolkata,villa,medium,semi,5-10,4,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7219896
1480,3,2,0,0,1,1163,1,6819,Delhi,independent,low,full,20+,3,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,10737550
2626,4,4,2,15,26,2293,1,2703,Pune,apartment,low,full,10-20,4,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,19431787
1305,3,3,2,4,7,1182,0,7279,Jaipur,villa,medium,full,0-5,5,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,7150416
3464,2,1,1,10,11,2740,1,2589,Mumbai,villa,medium,unfurnished,20+,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,44828929
2669,2,1,2,8,24,2532,0,2386,Ahmedabad,independent,high,unfurnished,5-10,6,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,20542180
3337,2,1,3,11,12,2649,0,5507,Mumbai,apartment,high,full,0-5,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,35993077
795,1,1,2,16,19,734,2,4784,Pune,villa,high,unfurnished,20+,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,7055667
2156,4,3,3,18,19,1698,1,2141,Mumbai,independent,low,unfurnished,5-10,6,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,16741423
3025,2,1,1,6,12,2336,1,7122,Pune,independent,low,semi,10-20,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,21141621
3321,4,5,0,14,20,2522,0,2264,Pune,villa,medium,full,5-10,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,24658923
2478,2,2,1,5,24,1964,0,3210,Bangalore,villa,low,semi,0-5,2,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,24488776
2358,1,1,1,13,14,1983,2,6517,Ahmedabad,independent,low,full,20+,4,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,13549273
1408,3,2,0,13,14,1149,1,1569,Pune,apartment,medium,semi,5-10,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,14379240
2145,3,3,0,4,11,1845,0,6260,Ahmedabad,independent,low,unfurnished,20+,2,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,17988030
3412,2,2,0,2,23,3136,0,5914,Delhi,apartment,high,full,0-5,7,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,31031585
1352,3,2,1,10,11,1277,2,747,Delhi,villa,low,full,10-20,6,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,17509650
1835,3,2,2,15,16,1407,0,6284,Mumbai,villa,low,unfurnished,5-10,3,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,19217184
2408,1,1,0,5,27,2189,2,1770,Ahmedabad,apartment,low,semi,10-20,2,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,19674028
1554,3,4,3,2,23,1314,1,5267,Pune,independent,medium,semi,5-10,2,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,9964909
1254,1,1,0,3,20,1141,1,7871,Kolkata,independent,medium,full,0-5,6,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,7664543
792,3,4,1,3,7,621,2,401,Mumbai,independent,medium,semi,10-20,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,11224304
2718,1,2,3,11,17,2479,2,6561,Ahmedabad,apartment,low,semi,0-5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,15192554
1529,1,1,1,15,16,1161,0,7299,Mumbai,apartment,high,semi,10-20,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,19541018
1389,1,2,2,13,15,1080,2,7366,Chennai,independent,medium,unfurnished,10-20,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8524531
815,4,3,3,17,18,629,0,5870,Chennai,villa,high,full,5-10,5,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,9935037
1617,2,3,3,6,12,1447,1,785,Hyderabad,villa,high,semi,0-5,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,12393364
3093,4,4,2,7,9,2472,2,6088,Chennai,apartment,medium,unfurnished,0-5,5,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,24284565
1700,4,4,3,1,8,1490,0,276,Pune,apartment,low,unfurnished,5-10,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,12091248
3023,4,5,2,16,17,2471,0,954,Jaipur,apartment,high,semi,20+,5,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,13016670
1108,4,3,1,13,14,1012,1,3103,Kolkata,villa,high,semi,5-10,2,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,10210417
3287,4,3,2,14,21,3058,0,5190,Kolkata,villa,low,unfurnished,5-10,4,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,16802559
2444,1,1,3,13,23,1852,1,7430,Rajahmundry,villa,medium,unfurnished,0-5,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,12130605
3499,3,3,1,19,20,3093,1,2425,Jaipur,villa,low,unfurnished,0-5,2,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,27480777
1277,3,3,2,12,13,961,0,21,Chennai,villa,low,semi,5-10,4,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,11262601
2849,1,2,3,0,19,2684,2,5599,Pune,independent,high,unfurnished,0-5,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,23461578
2092,3,3,1,5,20,1694,1,4236,Jaipur,independent,high,semi,10-20,3,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,17853179
2110,1,1,0,4,5,1791,1,5706,Hyderabad,apartment,medium,full,5-10,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,20754624
2992,2,1,2,4,5,2541,0,6516,Rajahmundry,apartment,low,full,5-10,3,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,14132268
2017,4,3,3,15,17,1592,0,1973,Bangalore,independent,medium,unfurnished,20+,3,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,15385559
3082,1,1,1,4,11,2475,0,6928,Bangalore,villa,medium,semi,0-5,6,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,31278348
2447,3,4,3,7,21,1884,0,6325,Pune,villa,high,semi,20+,2,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,20967634
2108,3,4,3,14,15,1828,1,6178,Jaipur,independent,low,unfurnished,10-20,7,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,16350331
1339,1,2,0,14,17,1204,0,7144,Ahmedabad,independent,medium,full,0-5,7,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,10434808
1915,3,4,0,7,16,1792,1,5880,Hyderabad,villa,high,semi,10-20,3,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,15033892
999,2,1,1,3,27,940,1,2122,Kolkata,villa,low,unfurnished,5-10,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,7905455
1060,3,4,2,3,15,988,1,4802,Kolkata,independent,low,semi,5-10,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,8171824
2173,1,2,1,16,17,2050,0,6434,Hyderabad,villa,medium,semi,10-20,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,19274887
2859,4,3,3,13,14,2194,1,2450,Bangalore,independent,high,full,5-10,7,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,19830532
713,3,4,2,15,28,584,2,6304,Mumbai,apartment,low,semi,20+,6,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,8367183
3136,4,3,0,5,20,2530,0,1294,Kolkata,villa,low,full,5-10,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,17919614
2995,1,1,2,11,18,2481,1,3496,Pune,villa,low,full,20+,6,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,23899708
2652,4,3,3,13,19,2513,0,4757,Bangalore,independent,high,unfurnished,10-20,3,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,28807449
2777,2,2,2,6,20,2347,0,5429,Jaipur,independent,low,unfurnished,5-10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13845135
862,4,4,1,0,20,680,1,3851,Delhi,apartment,medium,unfurnished,10-20,4,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,8959927
1981,3,2,2,3,25,1846,1,323,Kolkata,independent,medium,semi,10-20,5,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,15734110
3068,3,2,3,1,2,2399,2,916,Hyderabad,villa,high,full,0-5,6,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,26131287
3047,4,4,0,9,13,2465,2,5458,Kolkata,apartment,low,unfurnished,5-10,2,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,21163864
692,4,4,0,4,29,533,2,4235,Pune,villa,low,full,20+,7,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,6419144
3413,1,1,2,5,24,3235,1,100,Mumbai,apartment,low,full,5-10,7,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,26586949
867,3,4,3,10,27,657,0,6344,Chennai,independent,low,full,0-5,2,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,8590633
2204,3,3,2,6,11,1959,1,1419,Jaipur,independent,low,unfurnished,0-5,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,9892065
2535,3,2,0,14,23,2380,0,3962,Chennai,villa,medium,semi,10-20,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25077370
628,2,1,2,12,18,567,2,5485,Mumbai,apartment,medium,semi,5-10,5,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,6670412
2405,4,3,0,13,26,2120,2,1345,Kolkata,independent,high,unfurnished,10-20,5,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,18151673
917,2,2,0,10,11,768,2,6630,Kolkata,independent,medium,unfurnished,10-20,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,8948162
1219,2,2,1,11,15,1005,1,542,Rajahmundry,apartment,low,full,5-10,4,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,8364460
2800,1,1,1,15,16,2345,2,4458,Bangalore,independent,low,full,0-5,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,28570139
1884,3,2,0,16,17,1771,0,446,Bangalore,apartment,medium,unfurnished,5-10,2,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,18703471
1362,2,3,2,9,20,1186,0,3628,Delhi,villa,low,full,10-20,7,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,15810502
2590,2,1,2,17,29,2111,2,5140,Chennai,villa,low,semi,20+,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,14090139
1569,4,3,1,8,9,1447,2,6665,Jaipur,apartment,high,unfurnished,5-10,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,10037401
956,1,1,3,4,12,905,1,3874,Hyderabad,apartment,medium,semi,5-10,3,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,7762554
3110,4,5,3,13,14,2414,1,7234,Hyderabad,independent,medium,semi,5-10,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,23396241
893,1,1,1,3,4,782,2,4860,Pune,apartment,low,unfurnished,20+,2,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,5077855
2660,2,1,0,14,21,2272,1,5852,Chennai,apartment,medium,unfurnished,0-5,2,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,16274853
1344,4,5,3,15,16,1255,1,7720,Ahmedabad,apartment,high,full,5-10,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,11135404
1137,2,1,1,18,28,916,1,3199,Pune,apartment,low,full,10-20,5,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,11297815
3078,2,3,0,11,12,2562,1,4439,Ahmedabad,independent,high,semi,10-20,5,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,19311775
1681,2,1,1,12,20,1423,1,3946,Bangalore,independent,low,unfurnished,0-5,4,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,18503447
1139,2,1,2,16,17,1002,0,3379,Ahmedabad,villa,low,unfurnished,10-20,4,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,10690483
983,1,2,1,13,20,879,1,1833,Mumbai,independent,medium,unfurnished,0-5,2,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,10893701
1826,3,4,2,0,16,1536,2,6964,Jaipur,apartment,low,unfurnished,0-5,6,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,13588652
2781,1,1,2,19,23,2095,2,1701,Chennai,apartment,high,unfurnished,0-5,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,26848105
2477,2,3,3,10,26,1942,1,7023,Pune,apartment,low,semi,10-20,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,17717309
1493,3,2,1,15,24,1300,2,1960,Kolkata,apartment,medium,unfurnished,0-5,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,7359819
1419,4,5,0,10,23,1124,1,2217,Hyderabad,independent,low,full,20+,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,15334055
2468,2,3,1,2,16,2253,2,770,Pune,apartment,high,semi,0-5,2,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,24250415
2292,3,2,2,3,19,1955,2,1586,Hyderabad,apartment,low,semi,5-10,4,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,19866224
1046,4,3,0,7,18,847,1,937,Bangalore,apartment,high,unfurnished,0-5,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,9233603
902,2,3,3,9,11,692,2,2742,Kolkata,apartment,low,full,10-20,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,7713563
2156,2,1,2,16,19,1751,1,7381,Chennai,independent,high,unfurnished,0-5,4,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,16854474
3147,2,3,1,13,14,2830,2,4414,Kolkata,apartment,low,unfurnished,10-20,3,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,18965119
1001,3,3,3,9,26,947,2,287,Ahmedabad,independent,medium,semi,20+,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,8001416
952,1,1,3,13,27,825,1,7514,Rajahmundry,villa,low,full,20+,6,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,6994152
2560,4,3,3,11,21,2099,2,2161,Ahmedabad,apartment,medium,unfurnished,5-10,2,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,13583520
1933,1,1,3,5,20,1688,2,5324,Ahmedabad,independent,high,full,10-20,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,15511178
1996,1,2,0,13,24,1627,1,6474,Delhi,villa,low,semi,20+,6,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,16514665
1713,1,1,3,4,17,1389,0,2256,Jaipur,villa,medium,unfurnished,5-10,3,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,10480645
2128,4,4,3,2,8,1869,0,2507,Jaipur,apartment,high,full,5-10,2,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,17063267
1050,3,4,0,4,25,894,2,3808,Pune,villa,high,unfurnished,5-10,4,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,9521712
1441,1,1,3,2,28,1102,0,2979,Delhi,villa,medium,semi,10-20,4,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,13123337
2696,4,3,3,2,21,2483,0,6822,Hyderabad,independent,low,semi,5-10,4,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,25928126
2880,2,1,3,8,11,2368,1,4839,Hyderabad,independent,low,semi,20+,6,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,25615040
3124,2,3,3,11,29,2527,1,4625,Delhi,apartment,medium,unfurnished,0-5,6,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,20732810
772,3,3,0,12,24,594,1,7056,Rajahmundry,independent,medium,unfurnished,10-20,4,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,6242094
3304,1,2,3,8,23,2527,0,7889,Bangalore,apartment,medium,unfurnished,5-10,7,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,19197538
2061,1,2,0,3,10,1859,2,148,Rajahmundry,villa,medium,semi,20+,6,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,9745501
854,4,5,0,7,28,656,2,7955,Hyderabad,apartment,low,unfurnished,10-20,6,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,8823144
3364,3,2,3,16,17,3133,1,644,Ahmedabad,independent,low,unfurnished,0-5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,27678128
2988,1,2,2,8,21,2357,2,7540,Jaipur,independent,low,semi,5-10,4,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,18196334
2663,1,1,2,9,21,2272,2,6679,Kolkata,independent,high,full,5-10,5,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,14834041
789,1,2,3,1,29,646,0,3456,Mumbai,independent,medium,unfurnished,5-10,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,7938681
1445,2,1,1,7,8,1268,1,1463,Chennai,independent,medium,semi,5-10,4,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,13219410
2805,1,1,0,17,28,2544,2,1917,Pune,villa,medium,unfurnished,20+,4,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,29599101
2956,1,1,0,9,12,2545,0,2068,Chennai,independent,medium,full,20+,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,18053397
2047,3,3,0,10,18,1615,0,174,Ahmedabad,apartment,low,unfurnished,10-20,7,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,11078078
2629,4,4,1,12,13,2401,1,2708,Mumbai,apartment,low,semi,10-20,6,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,30661940
1207,2,3,2,9,29,924,0,4257,Chennai,apartment,medium,unfurnished,0-5,7,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,8689738
2995,1,1,3,1,29,2808,0,6456,Hyderabad,independent,low,full,0-5,2,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,21838877
2449,2,1,0,16,17,2325,0,259,Rajahmundry,villa,low,unfurnished,10-20,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,13504695
2258,1,1,2,11,12,2067,0,2932,Chennai,villa,low,semi,20+,5,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,16028373
